T0_CT_A01	T0_CT_A03	T0_CT_A05	T0_CT_A06	T0_CT_A07	T0_CT_A08	T0_CT_A10	T0_CT_A11	T0_CT_B01	T0_CT_B03	T0_CT_B05	T0_CT_B07	T0_CT_B08	T0_CT_B09	T0_CT_C02	T0_CT_C03	T0_CT_C05	T0_CT_C06	T0_CT_C07	T0_CT_C08	T0_CT_C09	T0_CT_C11	T0_CT_C12	T0_CT_D01	T0_CT_D02	T0_CT_D03	T0_CT_D05	T0_CT_D06	T0_CT_D07	T0_CT_D08	T0_CT_D09	T0_CT_D11	T0_CT_D12	T0_CT_E01	T0_CT_E03	T0_CT_E04	T0_CT_E05	T0_CT_E06	T0_CT_E07	T0_CT_E08	T0_CT_E09	T0_CT_E10	T0_CT_E11	T0_CT_E12	T0_CT_F01	T0_CT_F02	T0_CT_F03	T0_CT_F04	T0_CT_F05	T0_CT_F06	T0_CT_F07	T0_CT_F09	T0_CT_F11	T0_CT_F12	T0_CT_G01	T0_CT_G02	T0_CT_G03	T0_CT_G04	T0_CT_G07	T0_CT_G08	T0_CT_G09	T0_CT_G11	T0_CT_H01	T0_CT_H02	T0_CT_H04	T0_CT_H05	T0_CT_H08	T0_CT_H09	T0_CT_H12	T24_CT_A01	T24_CT_A03	T24_CT_A04	T24_CT_A05	T24_CT_A07	T24_CT_A08	T24_CT_A09	T24_CT_A10	T24_CT_B01	T24_CT_B02	T24_CT_B03	T24_CT_B05	T24_CT_B06	T24_CT_B07	T24_CT_B08	T24_CT_B09	T24_CT_B11	T24_CT_C01	T24_CT_C02	T24_CT_C03	T24_CT_C05	T24_CT_C07	T24_CT_C08	T24_CT_C09	T24_CT_C10	T24_CT_C11	T24_CT_C12	T24_CT_D01	T24_CT_D02	T24_CT_D03	T24_CT_D04	T24_CT_D05	T24_CT_D06	T24_CT_D07	T24_CT_D08	T24_CT_D09	T24_CT_D10	T24_CT_D11	T24_CT_E01	T24_CT_E02	T24_CT_E04	T24_CT_E05	T24_CT_E07	T24_CT_E09	T24_CT_E11	T24_CT_E12	T24_CT_F01	T24_CT_F02	T24_CT_F03	T24_CT_F04	T24_CT_F05	T24_CT_F07	T24_CT_F08	T24_CT_F09	T24_CT_F10	T24_CT_F11	T24_CT_F12	T24_CT_G01	T24_CT_G02	T24_CT_G03	T24_CT_G04	T24_CT_G05	T24_CT_G06	T24_CT_G08	T24_CT_G10	T24_CT_G11	T24_CT_G12	T24_CT_H01	T24_CT_H02	T24_CT_H03	T24_CT_H05	T24_CT_H07	T24_CT_H09	T24_CT_H12	T48_CT_A01	T48_CT_A02	T48_CT_A03	T48_CT_A04	T48_CT_A05	T48_CT_A06	T48_CT_A07	T48_CT_A08	T48_CT_A09	T48_CT_A10	T48_CT_A11	T48_CT_A12	T48_CT_B01	T48_CT_B02	T48_CT_B03	T48_CT_B04	T48_CT_B06	T48_CT_B08	T48_CT_B10	T48_CT_B11	T48_CT_B12	T48_CT_C01	T48_CT_C02	T48_CT_C03	T48_CT_C04	T48_CT_C05	T48_CT_C06	T48_CT_C07	T48_CT_C09	T48_CT_C10	T48_CT_C11	T48_CT_D01	T48_CT_D02	T48_CT_D03	T48_CT_D04	T48_CT_D06	T48_CT_D07	T48_CT_D08	T48_CT_D09	T48_CT_D10	T48_CT_D11	T48_CT_D12	T48_CT_E01	T48_CT_E02	T48_CT_E03	T48_CT_E04	T48_CT_E05	T48_CT_E06	T48_CT_E07	T48_CT_E08	T48_CT_E10	T48_CT_E11	T48_CT_E12	T48_CT_F01	T48_CT_F02	T48_CT_F03	T48_CT_F05	T48_CT_F07	T48_CT_F09	T48_CT_F10	T48_CT_F11	T48_CT_G01	T48_CT_G02	T48_CT_G03	T48_CT_G07	T48_CT_G08	T48_CT_G09	T48_CT_G10	T48_CT_G11	T48_CT_G12	T48_CT_H01	T48_CT_H02	T48_CT_H04	T48_CT_H05	T48_CT_H06	T48_CT_H07	T48_CT_H08	T48_CT_H11	T48_CT_H12	T72_CT_A01	T72_CT_A05	T72_CT_A08	T72_CT_A09	T72_CT_A11	T72_CT_B01	T72_CT_B02	T72_CT_B03	T72_CT_B04	T72_CT_B05	T72_CT_B06	T72_CT_B08	T72_CT_B09	T72_CT_B11	T72_CT_B12	T72_CT_C04	T72_CT_C06	T72_CT_C07	T72_CT_C09	T72_CT_C11	T72_CT_D01	T72_CT_D03	T72_CT_D04	T72_CT_D05	T72_CT_D07	T72_CT_D10	T72_CT_D11	T72_CT_E04	T72_CT_E05	T72_CT_E07	T72_CT_F01	T72_CT_F05	T72_CT_F07	T72_CT_F10	T72_CT_F11	T72_CT_G03	T72_CT_G04	T72_CT_G06	T72_CT_G08	T72_CT_G10	T72_CT_G11	T72_CT_H01	T72_CT_H03	T72_CT_H05	T72_CT_H08	T72_CT_H09	T72_CT_H10	T72_CT_H11	T72_CT_H12
FHL1	0	10.1639	0.9417	0	3.68148	73.5591	0	0	5.46533	0	0.579838	44.2095	0	0	1.14624	0	8.76211	0.126757	0	12.4888	0	0	82.8015	9.62116	2.75667	18.3275	0	0	0	0	3.03198	0.131352	0.171721	0	0	0	0	0	0	0	0	0	0	42.6013	27.0634	0	0	0	0	0	19.4485	0	0.12303	0	3.84109	0	0	5.98022	0	0	3.56442	0	0	0.416591	0	9.07992	6.70439	0.361285	30.1397	19.2637	43.0184	102.736	0	91.0034	0	4.61214	1.03095	0	47.9566	6.90002	0.748587	0	9.81544	18.7156	418.614	2.83728	0.195045	30.308	0.66034	16.0801	0	10.5711	181.065	0	0.0966862	91.2604	3.66554	5.19072	0.318013	0.203684	29.847	105.465	23.2848	0	0	0.995802	56.4639	0.291128	0.157203	49.9525	47.7529	53.5586	0	363.469	39.4889	0.490765	102.158	0	0	9.87875	0	0	0	45.9554	18.4583	35.1617	50.9684	6.9225	0	1.22509	0	0	50.4269	23.5956	30.0546	2.75803	0	0	9.5358	43.4575	187	0	17.0809	44.0948	26.519	87.6114	60.6459	65.4225	134.824	53.5857	37.3057	0	36.5006	7.02027	0	0.583105	107.228	376.435	100.894	125.37	0	0.371975	25.3278	0.320508	64.3342	1.0832	0	124.037	135.624	1.30421	10.4758	20.9759	0	164.271	59.812	0	0	219.373	4.05752	221.929	0	65.289	0	0.411869	0.278471	12.3756	0	65.957	60.6443	18.2037	263.348	136.096	53.094	13.2585	0	60.2084	147.799	0	0	0	0	6.97028	75.7838	0.910725	56.5635	80.2438	33.6551	0	18.7681	22.1357	100.232	28.212	153.737	0.147355	16.6432	316.746	74.9427	45.4276	0	5.02669	0.27243	263.971	142.373	13.4459	2.00917	142.87	76.0646	41.1488	111.933	0	0	39.3407	0	21.0347	92.705	12.0039	22.3229	6.07383	0	17.7552	0	33.6058	45.7466	57.839	109.615	0	11.6276	7.4685	0.442901	45.3014	32.8234	85.0832	38.7818	24.8918	0.240285	35.6037	51.136	211.063	29.9382	20.6742	0.0881484	62.6339	6.80687	128.707	46.6854	0.128829	71.3156	89.8506	0	0.396172	25.219
DEPDC1	3.24027	10.9727	30.916	0	14.7893	0	49.3136	0.0434292	0	7.73647	0	0	6.21086	6.43539	4.60238	0	0	0	0	61.475	0.299715	0	17.7858	0	0	7.25096	0	3.19492	0	28.3206	0	0	25.6513	1.0442	2.33805	0	0	0	10.3434	43.8654	0	0	14.8271	34.0591	16.8945	3.93994	22.1431	16.3539	0	1.87885	4.06359	0	15.3565	0	0	0	0	50.2809	10.2413	0	0	0	0	0	0	0	0	0	0	0	0	0	13.9011	0	0	0	0	0	0	0	0	0	0	0	0	69.5076	0	0	0.0630679	0	0	0	0.118172	0	0	0	0.112247	0.0915244	0	0	0	0	0	0	0	0	0	0	0	0	0.170549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.150792	0	0	0	0	0	0	0	9.86799	0	0	0	0	0	0	0	0	0	0	0	0	5.99424	0	0	0	0	0	0	0	0.1154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114996	21.6313	0	0	0	0	0.189111	0	0.175673	0	0	0	0	83.9257	0.0627223	0	0	0	0	0	0	0	0	0	0	0	0	0	69.6627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.94505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.45236	0	0	0	0	0	0	0	0	8.91913	32.7499	75.3029	0	0	0
TMSB10	3053.19	3414.31	4380.24	4574.73	2741.8	2984.31	3565.19	3461.56	3096.32	3675.19	3376.04	3891.33	2845.81	4377.55	3123.33	3736.12	3586.21	2419.04	3416.86	3824.83	13798.8	3518.42	3258.83	3753.47	2771.87	2888.42	2956.03	3198.79	3755.64	2702.67	5109.58	3700.02	4428.15	3484.39	2922.81	3830.79	1695.35	3840.23	3696.25	4296.74	3825	3612.82	4008.15	2275.71	4743.45	4130.71	3661.8	3555.22	3493.87	3748.91	3600.23	3186.54	3184.2	3449.91	2929.77	2854.76	3224.74	2678.7	2836.7	2642.1	3160.96	3522.44	3685.48	3296.69	2737.49	3742.43	3768.59	3713.04	3743.16	6528.15	3383.98	3513.09	4964.84	3669.96	3079.3	2564.62	5205.35	2921.66	4577.76	3001.76	3604.8	3894.74	3463.62	3730.77	4058.68	3955.67	2115.36	3605	2961.43	3560.58	2411.59	3002.19	4851.61	2974.47	3514.85	3858.19	3495.84	3735.77	3746.92	2128.68	2635.98	3092.01	3284.84	2856.7	4170.73	3071.9	2311.52	3721.36	3579.98	2894.32	1821.59	2403.91	2793.74	3917.9	2932.76	2537.42	3283.37	6437.59	2243.75	3888.62	1080.21	3154.75	3442.76	3079.16	2499.58	3903.9	3059.63	3800.45	3126.6	3233.45	1783.13	3848.53	3765.53	3132.71	2588.25	5478.39	4744.57	3853.97	3096.36	3721.07	2645.86	3116.2	3020.94	2316.23	3086.34	1761.82	1676.25	2774.56	1528.38	2327.77	2398.54	2915.66	1418.67	2492.07	1281.16	2451.51	2228.5	1343.29	2795.38	1802.92	2996.27	3724.54	1357.13	1642.54	3847.84	936.705	2512.28	1636.91	2523.29	1692.03	3884.49	3168.14	2222.73	2923.93	1862.07	3268.91	3676.85	2544.78	2743.65	2495.51	2652.15	2160.97	2562.02	2282.47	2356.55	2398.5	1757.54	2782.82	2555.59	1713.99	3736.93	2648.79	2048.61	3483.64	3462.05	2621.42	2672.52	2848.22	3312.03	1815.39	3057.46	3280.04	3378.29	4175.36	2743.53	2118.75	1842	2287.72	1943.16	862.936	2506.04	2952.59	2597.61	2995.25	2623.85	2200.8	3789.36	2274.53	657.238	2153.83	2247.07	3582.58	1972.33	3134.57	3654.66	2723.2	3269	2407.5	1939.18	2154.29	3104.97	2412.9	4026.56	2507.14	1194.69	3184.4	1897.99	2141.85	3184.76	4044.44	3244.84	3740.07	2325.07	2226.45	2421.4	2898.63	3856.39	3103.7	2777.94	3025.25	2017.44	4055.9	1964.63	2117.96	2898.58	2226.83	2679.01	3575.97	4330.68	2757.96	2060.24	2456.92	3779.19	2100.9	2575.86	1828.1	2449.3	3154.99	3501.54	4255.07	2024.29
USP2	4.54198	21.7026	28.182	0	36.8317	23.5036	1.40088	0	0	0	53.44	12.2004	8.22101	27.2262	0	16.1786	0	0	31.7342	10.1426	0	0	27.7412	31.4719	6.50727	0.343499	5.94173	0	13.6511	3.79818	0	0	19.6037	5.29115	11.3632	0.0957919	94.1562	11.5963	6.13336	0.099762	10.2557	0	2.36777	19.2026	33.601	0	13.4387	20.2868	0	4.09517	9.01608	0	17.184	40.7559	18.5796	21.0647	12.3428	0	0	0.0847299	18.4415	8.19074	8.59999	0	0	28.8498	0	4.78727	37.2132	0.379443	0	6.78558	1.61845	0	0	24.4119	0	58.8854	0	0	0	0	3.8489	0	0	0.330237	0	0	0	0	0	0	0	25.6167	14.0053	0	0	0	0	0.158285	0	3.45384	0	0	0	12.0677	0	0	17.1471	0	10.8356	0	16.5233	0	0	0	0	0	34.272	0.935874	0.171703	0	0	0	41.5283	0	0	5.63325	0	29.8852	0	0	11.9446	0	0	14.601	0	0	7.35662	24.4775	0	0	9.69044	0	0	0	0	15.9779	0.279151	0	0	0	0	0	2.95192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.54844	26.2986	0	43.4149	75.2832	21.7789	0	0	0	0	0	37.5193	0	0	0	0	9.93831	18.2716	0.376889	81.5153	4.86925	0	0	16.969	0	0	8.51624	0	0	0	0	0	0.362762	31.7011	0	0	0	0	0	0.306293	19.4476	20.2663	0	0	55.0529	0	0	0	0.169707	0	0.838292	0	0	0	0.817342	0	0	9.48899	1.03311	0.16785	0	3.15503	0	0	0.367978	0	0	72.1998	0	0	1.3003	4.26623	0	0.162086	0	0	41.1424	0	0	0	14.5279	16.7023	0	25.5392	0	0	6.34971	0	0	12.8866	0	0	1.363	0	0	2.21807	3.62371	0	0	6.01891
RFC2	43.6682	47.3679	47.0839	0.96569	65.9424	0	0.843349	0.0698065	85.9075	1.55828	0	0.192793	72.808	81.2637	7.88323	0	0	0	6.0453	5.74539	0.10672	4.52584	3.24265	0	0	49.8238	0	0	17.2054	26.8919	20.6211	0.408355	0	1.56729	0	9.56143	0	49.4367	88.2097	2.01801	40.1548	0	0.157844	36.7127	35.9515	13.7532	4.71966	46.1989	44.267	19.6803	0	0.129803	0	52.7347	40.4688	0	1.08195	0	21.663	6.25638	0	0	0	0	0.478083	0	0.251034	0.159391	0	0.378786	5.50523	0	16.5093	0	3.03552	0	0.800524	0	0	0	0	0	0	0	51.1591	0.329403	0	0	32.0726	0.217314	0	0	0	0	0	0	0	0	0	0	0	0.6954	0	8.7744	0	32.0936	0	0	0	103.714	0.309791	0	0	0	0	0	1.99184	0.160419	0	0	0	0	0.499695	0	0	0	16.458	0	0	0	0	34.0684	0	0	0	0	2.26935	0	0	0	0	0	0.223402	35.3208	0	0	0	0.655224	0.771734	54.5675	0	0	1.48636	0	0	2.1626	0.484112	0	0	0	0	0	0	0	0	0	0	0	11.6123	55.7166	0	0	0	6.59165	67.1151	0	0	0	80.5154	0.43011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.564433	0.652649	0	0	0	0	0	0	0	0	0	0	0	0	0	1.75303	0	0	0	39.0978	0	0	0	0	0	0	2.25937	0	0	0	0	19.1206	0.202366	0.368036	0	2.27198	1.32801	16.2404	0	34.262	45.7752	0	0	28.2044	0.373833	1.02225	1.08033	0.613917	1.27241	0	17.5056	0	0.679485	0	0	0	0	0	0	0	0.270875	19.6663	0.480086	1.00098	0.271	0	0	48.4312	0	32.1394	57.0496	3.80206	0.858782	2.24108	39.4675
LIMA1	4.95789	16.183	96.4026	132.978	47.8983	214.743	17.0441	0.250601	64.0914	46.5679	28.7631	65.7345	93.0639	91.1975	9.67988	121.856	86.3461	133.393	146.762	17.9274	8.93397	5.95713	32.4786	60.0122	161.374	28.167	97.7356	30.8316	101.733	26.7791	46.3616	10.8731	31.3724	82.149	65.5622	51.9526	123.29	5.7749	85.5154	0.327342	18.2621	35.5146	9.62334	77.8756	27.1496	85.1452	42.2948	171.416	24.6396	64.7344	81.4869	51.5472	12.766	5.23524	92.435	42.21	110.642	12.5122	9.56522	25.2892	158.198	120.418	54.7534	32.4059	49.6557	96.5374	112.28	74.4148	49.4669	244.171	111.352	79.2022	69.6601	54.7977	125.821	187.357	309	208.958	231.64	73.4032	46.8863	196.596	202.493	353.228	445.16	175.703	80.6709	52.8691	137.213	191.884	226.481	104.482	151.436	199.058	39.6699	244.515	40.2221	120.607	96.7105	47.6995	294.97	154.212	182.398	172.546	25.172	196.571	92.7825	662.664	231.065	227.94	206.104	96.7978	12.4573	267.745	101.843	1.12979	167.302	553.879	40.9618	318.01	212.626	172.269	77.6012	196.164	175.96	45.0514	311.847	118.767	244.066	130.903	61.4158	316.834	91.5719	104.995	410.946	92.2583	62.8005	236.689	180.967	136.732	303.336	208.105	117.715	86.451	117.882	86.6953	104.883	369.831	90.9078	144.38	40.5944	351.779	69.4137	9.06569	476.129	178.964	94.0489	97.2215	89.4587	97.4895	316.103	135.353	120.55	138.075	20.9087	110.33	140.688	243.348	201.342	83.127	128.284	80.1777	143.994	191.723	448.878	507.268	223.558	133.701	119.13	103.788	103.905	508.79	70.0152	89.2377	189.12	147.406	382.406	115.198	133.34	111.692	243.788	226.758	26.2672	100.902	260.833	129.873	60.5034	344.477	207.322	141.227	320.364	80.0287	492.457	356.513	296.013	32.6028	198.443	39.9147	178.402	172.692	175.697	164.839	180.188	81.3913	198.749	47.8689	186.549	249.853	2.94781	155.013	46.6724	91.1722	116.745	42.2088	234.679	85.2304	157.271	119.451	151.455	175.476	256.037	93.4936	393.559	15.5697	170.958	206.593	117.621	246.009	350.988	107.229	241.839	129.476	155.17	101.644	192.79	173.965	177.728	403.008	440.312	89.1297	121.789	34.8585	186.479	115.101	505.029	80.9219	40.9726	185.995	309.381	283.421	57.2199	121.387	135.512	114.426	7.52273	21.4128	49.4873	183.541	413.705	356.787	58.6367
MSMO1	27.6663	101.631	40.3217	101.38	0	1.86237	2.28785	0	44.0739	0.209062	160.069	65.7551	1.22252	47.2511	1.5483	56.0545	51.5797	16.46	69.2519	134.275	0	0	11.5907	17.6602	30.2898	38.2939	0.891991	0.889024	0	4.87429	11.5376	36.584	11.9894	61.9891	0.173341	0.165379	200.235	2.16262	2.699	0	55.6011	0	0	0.493344	14.4385	0	40.9932	0.619544	63.8332	97.1634	64.7978	2.4718	25.8112	52.3513	54.023	50.3514	0	35.3433	3.74278	31.525	2.73243	74.893	40.978	75.0796	0	23.0655	0	1.49901	0	235.981	123.967	124.979	146.422	250.234	447.536	690.288	258.904	163.173	404.782	139.439	74.8038	176.607	242.502	110.823	22.0641	471.629	275.7	165.683	0.674677	166.289	189.385	184.324	179.99	235.249	153.079	168.299	1.57633	74.1163	289.286	64.0697	122.854	484.61	75.8659	58.6054	507.045	270.096	65.4691	248.839	696.879	54.9539	261.776	153.856	0.221712	184.141	72.1859	0.659261	220.03	28.0027	0	194.979	36.0899	250.741	457.913	153.622	143.099	2.82182	111.094	46.9525	515.772	372.912	59.5526	74.7834	156.643	161.169	274.592	182.868	312.537	280.199	409.697	289.226	154.732	509.668	213.029	208.04	93.787	138.895	3.25864	86.0677	388.625	58.7355	153.987	28.1817	1.82648	251.615	13.5801	367.022	41.9537	220.472	32.1312	367.844	72.1211	89.1342	385.78	4.91435	166.917	91.2843	1.63278	210	127.308	16.3111	91.3798	105.514	0	216.084	0.912233	4.60986	406.557	250.691	170.411	27.7858	73.6168	148.295	0	204.899	168.744	106.056	11.1281	36.1861	15.8473	0.326121	462.796	156.453	236.718	99.6008	96.504	99.6796	1.58021	45.8851	174.859	395.874	126.802	74.7839	27.0147	0	286.492	108.766	3.05454	452.906	261.041	78.9945	214.007	111.658	30.3906	125.798	210.918	0.370749	166.429	160.768	26.5766	73.6641	134.028	10.2606	275.821	187.658	0	147.933	82.0237	3.56542	12.4775	51.9074	426.468	180.22	17.3895	174.07	184.003	0	94.8566	2.58054	102.565	236.619	291.922	19.0096	99.8602	93.2054	230.058	491.131	121.95	15.0737	89.5545	149.709	117.329	82.1718	4.73889	44.363	226.291	259.498	90.4007	250.665	175.076	0	0	88.1797	116.887	104.695	24.8132	68.0725	118.862	158.331	74.5223	89.8352	41.5225
PRDM1	7.62007	13.6457	10.6357	1.88358	0.107076	0	4.52999	0	0	3.06159	0	5.0045	0	6.91743	0.201541	0.496111	0	0	9.32611	10.1737	0	0	0	0	2.90982	2.67728	0	0	0	0	0	0	8.37572	4.70668	1.08522	0	0	0	2.28321	0.0597908	15.0081	0	8.80252	0	1.78747	4.87704	0.281787	1.49258	0.627796	8.87544	4.3356	0	23.4909	1.93973	9.86688	0	0	3.0793	0	0	0	0	0	0	2.24039	0	0	0	0	0	0	0	1.21689	0	0	0	0	0	0	0	0	0	10.8366	0	0	3.96434	0	0	0	0	0	0	0	5.44112	0	0	0	11.3009	0	0	0	0	0	0	18.7795	0	0	0	0	0	17.1664	1.63153	0	0	0	0	0	0	0	0	0	0	0	0	2.9952	29.1223	0	0	0	0	13.2282	0	0	0	1.06949	0	0	0	0	0	0	0	0	0	0	0.110699	0	0	0	0	0	0	3.79338	0	0	0	0	0.113071	0	0	0	0	0	0	0	0	15.5116	0	0	5.95316	0	0	0	0	0	0.134104	0	0	0	0	0	0	6.08559	0	0	0	0.812049	0	0	0	0	0.161835	1.39429	0	0	0	0.0614592	0	0	0	0	0	0	0.118839	0	2.53589	0	0	0.346663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.16202	0	0	0	0	0	0	0	0	0	0	0	0	1.65853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.94944	0	0	0	18.5573	0	0	0	0	2.67097	0	0.764078	0	0	0
VMP1	6.63548	96.0547	25.2729	0.785342	16.6307	47.9629	65.085	0.226875	82.8597	0	6.95813	78.3112	5.56155	9.61907	69.4198	12.0052	14.7801	43.7518	7.48136	10.4622	2.47068	5.40467	98.7155	24.3293	25.874	39.5412	16.032	76.5483	34.4699	6.22152	100.477	28.9507	15.6467	19.6791	33.0255	43.0763	10.4337	29.3264	141.439	10.0741	43.9781	0.460759	19.8559	74.8716	89.3441	11.7505	117.314	1.29303	86.3502	96.6897	91.276	42.1671	21.3883	1.69602	127.408	51.2873	81.7589	69.0036	36.2773	57.9344	53.1645	32.571	286.25	25.1227	0	91.4735	105.447	86.6995	1.04954	128.067	183.636	15.0095	0	562.614	1.71643	412.445	0	182.389	14.5008	225.082	834.174	331.323	81.1947	35.9318	2.9149	116.713	1.71201	112.153	243.713	144.707	427.527	207.76	0.993767	164.401	206.034	688.622	317.376	923.398	8.65289	73.6214	175.636	2.97964	584.222	142.7	738.567	81.0837	150.847	429.19	13.2312	186.593	22.0241	320.488	15.6603	70.9762	370.069	683.52	466.901	83.7445	619.719	112.662	37.6986	0.742995	225.287	237.645	265.044	443.331	87.3198	147.879	174.598	150.182	211.531	4.90613	114.399	89.0109	179.987	5.65945	267.815	18.6711	202.419	66.7477	38.1184	222.102	0.767475	406.326	154.404	119.346	42.2635	687.087	87.9115	83.4275	75.7711	106.179	193.132	221.1	385.858	439.443	126.487	112.539	131.201	60.4033	132.914	118.292	462.492	1515.54	179.811	98.1722	130.652	202.785	569.737	245.103	246.465	230.451	413.247	344.597	228.269	143.384	76.2262	147.525	157.447	830.179	112.119	450.246	1639.86	518.757	262.783	8.94013	255.142	564.297	914.909	268.969	95.7022	80.0633	41.4404	11.7035	173.118	32.8963	170.64	102.426	126.49	86.9805	614.64	134.874	233.695	345.365	1.74293	81.5352	383.188	336.607	270.092	536.785	58.6334	93.9384	0	334.274	101.685	0.0613176	80.5689	221.383	1161.44	407.602	121.625	856.746	84.8798	98.7564	11.0015	186.76	69.5434	78.7408	118.904	114.943	72.2776	155.376	19.7269	142.627	84.863	164.653	223.14	165.24	157.51	79.0419	67.087	159.826	111.719	55.0173	10.6187	47.1617	94.3259	213.428	105.701	15.6231	13.9322	1.2186	142.585	48.2725	169.179	103.482	170.351	77.1158	142.696	193.357	94.4701	32.587	114.408	230.046	45.7322	265.298	42.6663	140.581	58.4977	116.549	191.118
RPL18	1183.65	634.679	479.36	747.801	624.545	394.821	641.864	75.5922	755.856	629.18	442.378	523.406	797.585	380.271	810.152	589.01	482.978	533.354	553.022	414.033	1542.35	442.611	465.993	867.287	355.399	337.028	301.79	414.765	452.309	366.59	612.576	424.46	374.156	322.19	462.958	329.449	559.466	502.267	401.408	793.477	333.863	324.343	477.241	203.96	590.29	569.589	445.867	351.004	431.186	313.282	427.7	599.917	562.858	531.847	339.487	454.019	544.139	398.846	458.428	442.985	1087.69	499.728	362.738	341.815	272.285	531.445	864.738	404.879	547.54	851.271	781.447	608.474	1095.37	1125.04	595.823	1243.93	1110.64	740.243	517.135	744.965	851.048	1014.7	935.257	295.133	879.632	558.537	521.928	388.298	349.954	566.16	932.585	570.005	497.113	811.078	1120.74	610.044	1136.47	975.313	528.488	631.52	367.564	686.372	456.382	585.084	496.608	462.201	833.443	322.758	742.787	453.028	554.643	694.298	1139.42	380.687	838.741	977.228	1003.02	591.643	1046.97	1107.05	1103.41	641.697	661.866	847.664	545.81	892.166	762.191	957.664	585.104	418.096	319.408	741.544	242.587	960.647	605.792	795.845	397.814	594.236	755.977	465.439	764.311	590.102	431.807	982.598	1202.49	495.637	701.909	825.019	540.239	474.033	1107.35	1057.01	571.583	841.352	1506.7	855.055	1388.39	715.308	665.619	426.957	750.275	1385.86	860.916	480.29	842.02	322.166	851.47	695.611	552.005	630.263	276.455	841.381	930.062	866.667	707.866	1458.77	888.811	638.508	1258.04	554.822	640.461	1127.87	646.07	446.727	803.342	1090.08	537.791	696.4	585.429	712.498	465.614	375.081	798.572	363.104	829.569	380.982	705.73	535.139	1404.72	428.886	340.246	1196.48	1206.07	365.821	718.985	395.926	608.3	1187.15	1031.93	918.312	474.122	655.094	1038.37	739.775	399.664	523.917	945.171	955.022	1773.41	702.249	1017.18	800.206	682.068	661.585	437.17	1218.62	1496.29	985.745	502.923	562.179	625.905	906.26	377.236	520.821	671.046	585.603	558.438	883.764	512.016	924.561	625.971	527.999	320.865	765.884	926.165	713.336	400.379	755.689	665.279	196.401	789.417	793.116	692.522	588.163	635.428	352.333	385.191	430.341	396.43	788.792	658.884	728.726	437.915	716.488	580.492	420.323	745.333	476.675	349.405	626.8	808.416
CNN2	74.2423	58.525	45.359	50.4379	28.0479	62.7973	21.3818	157.009	133.595	54.9068	21.0895	56.8528	36.2781	143.03	41.0838	68.2998	96.8577	115.065	15.1359	144.617	63.1754	8.11497	2.3658	56.3576	5.67038	118.657	239.772	17.1221	43.3209	45.3846	126.365	140.624	139.08	18.3299	127.988	62.9567	22.7263	87.3296	44.9512	55.5034	51.4219	24.2314	7.06438	8.69357	6.54508	96.6886	14.1583	29.5486	12.3309	53.6401	19.665	40.8472	30.3397	20.2956	69.9448	127.408	56.6847	28.277	58.3934	120.878	43.6174	143.904	97.3518	61.405	85.115	96.386	60.0689	103.378	41.1933	239.998	159.287	150.748	90.7464	229.417	254.572	216.643	5.0527	40.451	218.763	222.491	337.857	276.145	6.65616	47.527	257.912	161.65	287.783	232.329	187.391	119.029	467.486	158.55	222.521	134.24	356.562	147.371	146.341	139.157	112.848	188.56	165.543	526.307	33.7426	85.43	85.9628	457.933	84.0789	173.458	1.27583	116.024	119.437	477.627	162.454	331.664	110.288	388.734	136.278	167.571	36.9611	40.5666	0.364142	284.514	186.458	80.8693	53.9903	64.7605	229.426	82.7247	98.8919	115.514	115.529	13.5078	55.7773	192.942	288.799	38.2027	234.379	51.0954	380.071	251.083	109.997	145.924	132.302	230.202	486.746	28.715	154.154	181.734	99.3634	119.321	146.793	42.0909	172.157	125.254	244.172	97.9321	311.809	48.342	115.089	334.921	115.969	113.712	151.253	357.116	180.119	22.5231	324.492	123.886	318.386	258.948	508.53	220.993	34.0998	121.207	540.429	9.86738	149.831	244.373	135.305	226.823	71.4305	240.149	11.728	111.345	16.9179	261.549	234.882	136.675	75.9673	378.357	19.2649	60.2964	269.724	34.9172	91.219	128.305	294.878	312.477	13.2559	388.418	127.038	355.047	463.162	36.4597	182.162	177.251	384.407	123.893	436.875	230.243	95.515	0.854248	161.811	624.878	269.547	1.95493	140.475	135.823	158.95	168.18	159.425	128.044	157.124	87.0511	98.5062	83.1715	205.943	116.812	68.8977	66.2381	104.689	61.4874	99.6356	174.755	5.20592	30.4205	147.549	60.5938	12.1062	167.619	132.527	88.0656	144.021	7.39993	121.94	179.946	74.0211	253.066	50.9522	28.1976	49.0224	88.7798	351.428	51.9468	138.697	79.919	30.9761	48.1075	63.4898	124.608	176.852	55.8886	138.701	31.4036	54.1009	82.6562	50.4425	82.5953	195.192	3.90272	90.0963
